"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Embarked","group_age","Embarked_cat"
580,1,3,"male",32,0,0,"S","18-60",1
581,1,2,"female",25,1,1,"S","18-60",1
582,1,1,"female",39,1,1,"C","18-60",2
583,0,2,"male",54,0,0,"S","18-60",1
584,0,1,"male",36,0,0,"C","18-60",2
585,0,3,"male",22,0,0,"C","18-60",2
586,1,1,"female",18,0,2,"S","18-60",1
587,0,2,"male",47,0,0,"S","18-60",1
588,1,1,"male",60,1,1,"C","18-60",2
589,0,3,"male",22,0,0,"S","18-60",1
590,0,3,"male",22,0,0,"S","18-60",1
591,0,3,"male",35,0,0,"S","18-60",1
592,1,1,"female",52,1,0,"C","18-60",2
593,0,3,"male",47,0,0,"S","18-60",1
594,0,3,"female",23,0,2,"Q","18-60",3
595,0,2,"male",37,1,0,"S","18-60",1
596,0,3,"male",36,1,1,"S","18-60",1
597,1,2,"female",23,0,0,"S","18-60",1
598,0,3,"male",49,0,0,"S","18-60",1
599,0,3,"male",22,0,0,"C","18-60",2
600,1,1,"male",49,1,0,"C","18-60",2
601,1,2,"female",24,2,1,"S","18-60",1
602,0,3,"male",22,0,0,"S","18-60",1
603,0,1,"male",22,0,0,"S","18-60",1
604,0,3,"male",44,0,0,"S","18-60",1
605,1,1,"male",35,0,0,"C","18-60",2
606,0,3,"male",36,1,0,"S","18-60",1
607,0,3,"male",30,0,0,"S","18-60",1
608,1,1,"male",27,0,0,"S","18-60",1
609,1,2,"female",22,1,2,"C","18-60",2
610,1,1,"female",40,0,0,"S","18-60",1
611,0,3,"female",39,1,5,"S","18-60",1
612,0,3,"male",22,0,0,"S","18-60",1
613,1,3,"female",23,1,0,"Q","18-60",3
614,0,3,"male",22,0,0,"Q","18-60",3
615,0,3,"male",35,0,0,"S","18-60",1
616,1,2,"female",24,1,2,"S","18-60",1
617,0,3,"male",34,1,1,"S","18-60",1
618,0,3,"female",26,1,0,"S","18-60",1
619,1,2,"female",4,2,1,"S","menors",1
620,0,2,"male",26,0,0,"S","18-60",1
621,0,3,"male",27,1,0,"C","18-60",2
622,1,1,"male",42,1,0,"S","18-60",1
623,1,3,"male",20,1,1,"C","18-60",2
624,0,3,"male",21,0,0,"S","18-60",1
625,0,3,"male",21,0,0,"S","18-60",1
626,0,1,"male",61,0,0,"S",">60",1
627,0,2,"male",57,0,0,"Q","18-60",3
628,1,1,"female",21,0,0,"S","18-60",1
629,0,3,"male",26,0,0,"S","18-60",1
630,0,3,"male",22,0,0,"Q","18-60",3
631,1,1,"male",80,0,0,"S",">60",1
632,0,3,"male",51,0,0,"S","18-60",1
633,1,1,"male",32,0,0,"C","18-60",2
634,0,1,"male",22,0,0,"S","18-60",1
635,0,3,"female",9,3,2,"S","menors",1
636,1,2,"female",28,0,0,"S","18-60",1
637,0,3,"male",32,0,0,"S","18-60",1
638,0,2,"male",31,1,1,"S","18-60",1
639,0,3,"female",41,0,5,"S","18-60",1
640,0,3,"male",22,1,0,"S","18-60",1
641,0,3,"male",20,0,0,"S","18-60",1
642,1,1,"female",24,0,0,"C","18-60",2
643,0,3,"female",2,3,2,"S","menors",1
644,1,3,"male",22,0,0,"S","18-60",1
645,1,3,"female",0.75,2,1,"C","menors",2
646,1,1,"male",48,1,0,"C","18-60",2
647,0,3,"male",19,0,0,"S","18-60",1
648,1,1,"male",56,0,0,"C","18-60",2
649,0,3,"male",22,0,0,"S","18-60",1
650,1,3,"female",23,0,0,"S","18-60",1
651,0,3,"male",22,0,0,"S","18-60",1
652,1,2,"female",18,0,1,"S","18-60",1
653,0,3,"male",21,0,0,"S","18-60",1
654,1,3,"female",23,0,0,"Q","18-60",3
655,0,3,"female",18,0,0,"Q","18-60",3
656,0,2,"male",24,2,0,"S","18-60",1
657,0,3,"male",22,0,0,"S","18-60",1
658,0,3,"female",32,1,1,"Q","18-60",3
659,0,2,"male",23,0,0,"S","18-60",1
660,0,1,"male",58,0,2,"C","18-60",2
661,1,1,"male",50,2,0,"S","18-60",1
662,0,3,"male",40,0,0,"C","18-60",2
663,0,1,"male",47,0,0,"S","18-60",1
664,0,3,"male",36,0,0,"S","18-60",1
665,1,3,"male",20,1,0,"S","18-60",1
666,0,2,"male",32,2,0,"S","18-60",1
667,0,2,"male",25,0,0,"S","18-60",1
668,0,3,"male",22,0,0,"S","18-60",1
669,0,3,"male",43,0,0,"S","18-60",1
670,1,1,"female",23,1,0,"S","18-60",1
671,1,2,"female",40,1,1,"S","18-60",1
672,0,1,"male",31,1,0,"S","18-60",1
673,0,2,"male",70,0,0,"S",">60",1
674,1,2,"male",31,0,0,"S","18-60",1
675,0,2,"male",22,0,0,"S","18-60",1
676,0,3,"male",18,0,0,"S","18-60",1
677,0,3,"male",24.5,0,0,"S","18-60",1
678,1,3,"female",18,0,0,"S","18-60",1
679,0,3,"female",43,1,6,"S","18-60",1
680,1,1,"male",36,0,1,"C","18-60",2
681,0,3,"female",23,0,0,"Q","18-60",3
682,1,1,"male",27,0,0,"C","18-60",2
683,0,3,"male",20,0,0,"S","18-60",1
684,0,3,"male",14,5,2,"S","menors",1
685,0,2,"male",60,1,1,"S","18-60",1
686,0,2,"male",25,1,2,"C","18-60",2
687,0,3,"male",14,4,1,"S","menors",1
688,0,3,"male",19,0,0,"S","18-60",1
689,0,3,"male",18,0,0,"S","18-60",1
690,1,1,"female",15,0,1,"S","menors",1
691,1,1,"male",31,1,0,"S","18-60",1
692,1,3,"female",4,0,1,"C","menors",2
693,1,3,"male",22,0,0,"S","18-60",1
694,0,3,"male",25,0,0,"C","18-60",2
695,0,1,"male",60,0,0,"S","18-60",1
696,0,2,"male",52,0,0,"S","18-60",1
697,0,3,"male",44,0,0,"S","18-60",1
698,1,3,"female",23,0,0,"Q","18-60",3
699,0,1,"male",49,1,1,"C","18-60",2
700,0,3,"male",42,0,0,"S","18-60",1
701,1,1,"female",18,1,0,"C","18-60",2
702,1,1,"male",35,0,0,"S","18-60",1
703,0,3,"female",18,0,1,"C","18-60",2
704,0,3,"male",25,0,0,"Q","18-60",3
705,0,3,"male",26,1,0,"S","18-60",1
706,0,2,"male",39,0,0,"S","18-60",1
707,1,2,"female",45,0,0,"S","18-60",1
708,1,1,"male",42,0,0,"S","18-60",1
709,1,1,"female",22,0,0,"S","18-60",1
710,1,3,"male",22,1,1,"C","18-60",2
711,1,1,"female",24,0,0,"C","18-60",2
712,0,1,"male",22,0,0,"S","18-60",1
713,1,1,"male",48,1,0,"S","18-60",1
714,0,3,"male",29,0,0,"S","18-60",1
715,0,2,"male",52,0,0,"S","18-60",1
716,0,3,"male",19,0,0,"S","18-60",1
717,1,1,"female",38,0,0,"C","18-60",2
718,1,2,"female",27,0,0,"S","18-60",1
719,0,3,"male",22,0,0,"Q","18-60",3
720,0,3,"male",33,0,0,"S","18-60",1
721,1,2,"female",6,0,1,"S","menors",1
722,0,3,"male",17,1,0,"S","menors",1
723,0,2,"male",34,0,0,"S","18-60",1
724,0,2,"male",50,0,0,"S","18-60",1
725,1,1,"male",27,1,0,"S","18-60",1
726,0,3,"male",20,0,0,"S","18-60",1
727,1,2,"female",30,3,0,"S","18-60",1
728,1,3,"female",23,0,0,"Q","18-60",3
729,0,2,"male",25,1,0,"S","18-60",1
730,0,3,"female",25,1,0,"S","18-60",1
731,1,1,"female",29,0,0,"S","18-60",1
732,0,3,"male",11,0,0,"C","menors",2
733,0,2,"male",22,0,0,"S","18-60",1
734,0,2,"male",23,0,0,"S","18-60",1
735,0,2,"male",23,0,0,"S","18-60",1
736,0,3,"male",28.5,0,0,"S","18-60",1
737,0,3,"female",48,1,3,"S","18-60",1
738,1,1,"male",35,0,0,"C","18-60",2
739,0,3,"male",22,0,0,"S","18-60",1
740,0,3,"male",22,0,0,"S","18-60",1
741,1,1,"male",22,0,0,"S","18-60",1
742,0,1,"male",36,1,0,"S","18-60",1
743,1,1,"female",21,2,2,"C","18-60",2
744,0,3,"male",24,1,0,"S","18-60",1
745,1,3,"male",31,0,0,"S","18-60",1
746,0,1,"male",70,1,1,"S",">60",1
747,0,3,"male",16,1,1,"S","menors",1
748,1,2,"female",30,0,0,"S","18-60",1
749,0,1,"male",19,1,0,"S","18-60",1
750,0,3,"male",31,0,0,"Q","18-60",3
751,1,2,"female",4,1,1,"S","menors",1
752,1,3,"male",6,0,1,"S","menors",1
753,0,3,"male",33,0,0,"S","18-60",1
754,0,3,"male",23,0,0,"S","18-60",1
755,1,2,"female",48,1,2,"S","18-60",1
756,1,2,"male",0.67,1,1,"S","menors",1
757,0,3,"male",28,0,0,"S","18-60",1
758,0,2,"male",18,0,0,"S","18-60",1
759,0,3,"male",34,0,0,"S","18-60",1
760,1,1,"female",33,0,0,"S","18-60",1
761,0,3,"male",22,0,0,"S","18-60",1
762,0,3,"male",41,0,0,"S","18-60",1
763,1,3,"male",20,0,0,"C","18-60",2
764,1,1,"female",36,1,2,"S","18-60",1
765,0,3,"male",16,0,0,"S","menors",1
766,1,1,"female",51,1,0,"S","18-60",1
767,0,1,"male",22,0,0,"C","18-60",2
768,0,3,"female",30.5,0,0,"Q","18-60",3
769,0,3,"male",22,1,0,"Q","18-60",3
770,0,3,"male",32,0,0,"S","18-60",1
771,0,3,"male",24,0,0,"S","18-60",1
772,0,3,"male",48,0,0,"S","18-60",1
773,0,2,"female",57,0,0,"S","18-60",1
774,0,3,"male",22,0,0,"C","18-60",2
775,1,2,"female",54,1,3,"S","18-60",1
776,0,3,"male",18,0,0,"S","18-60",1
777,0,3,"male",22,0,0,"Q","18-60",3
778,1,3,"female",5,0,0,"S","menors",1
779,0,3,"male",22,0,0,"Q","18-60",3
780,1,1,"female",43,0,1,"S","18-60",1
781,1,3,"female",13,0,0,"C","menors",2
782,1,1,"female",17,1,0,"S","menors",1
783,0,1,"male",29,0,0,"S","18-60",1
784,0,3,"male",22,1,2,"S","18-60",1
785,0,3,"male",25,0,0,"S","18-60",1
786,0,3,"male",25,0,0,"S","18-60",1
787,1,3,"female",18,0,0,"S","18-60",1
788,0,3,"male",8,4,1,"Q","menors",3
789,1,3,"male",1,1,2,"S","menors",1
790,0,1,"male",46,0,0,"C","18-60",2
791,0,3,"male",22,0,0,"Q","18-60",3
792,0,2,"male",16,0,0,"S","menors",1
793,0,3,"female",23,8,2,"S","18-60",1
794,0,1,"male",22,0,0,"C","18-60",2
795,0,3,"male",25,0,0,"S","18-60",1
796,0,2,"male",39,0,0,"S","18-60",1
797,1,1,"female",49,0,0,"S","18-60",1
798,1,3,"female",31,0,0,"S","18-60",1
799,0,3,"male",30,0,0,"C","18-60",2
800,0,3,"female",30,1,1,"S","18-60",1
801,0,2,"male",34,0,0,"S","18-60",1
802,1,2,"female",31,1,1,"S","18-60",1
803,1,1,"male",11,1,2,"S","menors",1
804,1,3,"male",0.42,0,1,"C","menors",2
805,1,3,"male",27,0,0,"S","18-60",1
806,0,3,"male",31,0,0,"S","18-60",1
807,0,1,"male",39,0,0,"S","18-60",1
808,0,3,"female",18,0,0,"S","18-60",1
809,0,2,"male",39,0,0,"S","18-60",1
810,1,1,"female",33,1,0,"S","18-60",1
811,0,3,"male",26,0,0,"S","18-60",1
812,0,3,"male",39,0,0,"S","18-60",1
813,0,2,"male",35,0,0,"S","18-60",1
814,0,3,"female",6,4,2,"S","menors",1
815,0,3,"male",30.5,0,0,"S","18-60",1
816,0,1,"male",22,0,0,"S","18-60",1
817,0,3,"female",23,0,0,"S","18-60",1
818,0,2,"male",31,1,1,"C","18-60",2
819,0,3,"male",43,0,0,"S","18-60",1
820,0,3,"male",10,3,2,"S","menors",1
821,1,1,"female",52,1,1,"S","18-60",1
822,1,3,"male",27,0,0,"S","18-60",1
823,0,1,"male",38,0,0,"S","18-60",1
824,1,3,"female",27,0,1,"S","18-60",1
825,0,3,"male",2,4,1,"S","menors",1
826,0,3,"male",22,0,0,"Q","18-60",3
827,0,3,"male",22,0,0,"S","18-60",1
828,1,2,"male",1,0,2,"C","menors",2
829,1,3,"male",22,0,0,"Q","18-60",3
830,1,1,"female",62,0,0,"S",">60",1
831,1,3,"female",15,1,0,"C","menors",2
832,1,2,"male",0.83,1,1,"S","menors",1
833,0,3,"male",22,0,0,"C","18-60",2
834,0,3,"male",23,0,0,"S","18-60",1
835,0,3,"male",18,0,0,"S","18-60",1
836,1,1,"female",39,1,1,"C","18-60",2
837,0,3,"male",21,0,0,"S","18-60",1
838,0,3,"male",22,0,0,"S","18-60",1
839,1,3,"male",32,0,0,"S","18-60",1
840,1,1,"male",22,0,0,"C","18-60",2
841,0,3,"male",20,0,0,"S","18-60",1
842,0,2,"male",16,0,0,"S","menors",1
843,1,1,"female",30,0,0,"C","18-60",2
844,0,3,"male",34.5,0,0,"C","18-60",2
845,0,3,"male",17,0,0,"S","menors",1
846,0,3,"male",42,0,0,"S","18-60",1
847,0,3,"male",22,8,2,"S","18-60",1
848,0,3,"male",35,0,0,"C","18-60",2
849,0,2,"male",28,0,1,"S","18-60",1
850,1,1,"female",23,1,0,"C","18-60",2
851,0,3,"male",4,4,2,"S","menors",1
852,0,3,"male",74,0,0,"S",">60",1
853,0,3,"female",9,1,1,"C","menors",2
854,1,1,"female",16,0,1,"S","menors",1
855,0,2,"female",44,1,0,"S","18-60",1
856,1,3,"female",18,0,1,"S","18-60",1
857,1,1,"female",45,1,1,"S","18-60",1
858,1,1,"male",51,0,0,"S","18-60",1
859,1,3,"female",24,0,3,"C","18-60",2
860,0,3,"male",22,0,0,"C","18-60",2
861,0,3,"male",41,2,0,"S","18-60",1
862,0,2,"male",21,1,0,"S","18-60",1
863,1,1,"female",48,0,0,"S","18-60",1
864,0,3,"female",23,8,2,"S","18-60",1
865,0,2,"male",24,0,0,"S","18-60",1
866,1,2,"female",42,0,0,"S","18-60",1
867,1,2,"female",27,1,0,"C","18-60",2
868,0,1,"male",31,0,0,"S","18-60",1
869,0,3,"male",22,0,0,"S","18-60",1
870,1,3,"male",4,1,1,"S","menors",1
871,0,3,"male",26,0,0,"S","18-60",1
872,1,1,"female",47,1,1,"S","18-60",1
873,0,1,"male",33,0,0,"S","18-60",1
874,0,3,"male",47,0,0,"S","18-60",1
875,1,2,"female",28,1,0,"C","18-60",2
876,1,3,"female",15,0,0,"C","menors",2
877,0,3,"male",20,0,0,"S","18-60",1
878,0,3,"male",19,0,0,"S","18-60",1
879,0,3,"male",22,0,0,"S","18-60",1
880,1,1,"female",56,0,1,"C","18-60",2
881,1,2,"female",25,0,1,"S","18-60",1
882,0,3,"male",33,0,0,"S","18-60",1
883,0,3,"female",22,0,0,"S","18-60",1
884,0,2,"male",28,0,0,"S","18-60",1
885,0,3,"male",25,0,0,"S","18-60",1
886,0,3,"female",39,0,5,"Q","18-60",3
887,0,2,"male",27,0,0,"S","18-60",1
888,1,1,"female",19,0,0,"S","18-60",1
889,0,3,"female",23,1,2,"S","18-60",1
890,1,1,"male",26,0,0,"C","18-60",2
891,0,3,"male",32,0,0,"Q","18-60",3
